,0,Stato
0,28.666378998846547,Louisiana
1,25.78107545267926,Louisiana
2,28.077390545079435,Louisiana
3,26.229237979160665,Louisiana
4,27.688081676717392,Louisiana
5,27.60802504081555,Louisiana
6,27.065940117513605,Louisiana
7,26.28627952674253,Louisiana
8,28.460150538570332,Louisiana
9,26.86469970913422,Louisiana
10,28.153067154975748,Louisiana
11,26.223487277189193,Louisiana
12,28.61200958171075,Louisiana
13,28.50051087656255,Louisiana
14,29.251011730398176,Louisiana
15,29.93847794608479,Louisiana
16,27.63493168348104,Louisiana
17,29.9083696525561,Louisiana
18,26.28757117655568,Louisiana
19,26.02047220979691,Louisiana
20,29.36287101334021,Louisiana
21,26.805719104260078,Louisiana
22,28.281497413492783,Louisiana
23,27.13525043585228,Louisiana
24,26.560652635373486,Louisiana
25,28.600354888685423,Louisiana
26,27.037735192751676,Louisiana
27,27.747293557687232,Louisiana
28,28.737016459052594,Louisiana
29,27.39271020339413,Louisiana
30,25.299347036961926,Louisiana
31,29.389310309026325,Louisiana
32,28.083816749098002,Louisiana
33,29.034644294815237,Louisiana
34,28.819671813514898,Louisiana
35,29.60561225140147,Louisiana
36,28.579850920919903,Louisiana
37,28.629579470993654,Louisiana
38,29.605617579439354,Louisiana
39,28.87273279038157,Louisiana
40,27.121597031296766,Louisiana
41,26.994970567835527,Louisiana
42,26.09156575914725,Louisiana
43,26.60745535239736,Louisiana
44,26.639705017275904,Louisiana
45,26.74041822836496,Louisiana
46,26.11457505155505,Louisiana
47,29.56593754352228,Louisiana
48,27.96959164566715,Louisiana
49,28.82285044821616,Louisiana
50,27.21581461131003,Louisiana
51,27.648179955359247,Louisiana
52,26.914919600543314,Louisiana
53,28.291608035581103,Louisiana
54,29.96658211793129,Louisiana
55,28.73012502674276,Louisiana
56,28.061488614207484,Louisiana
57,28.877764603050316,Louisiana
58,25.242005316992422,Louisiana
59,27.738498660373477,Louisiana
60,25.541064228943867,Louisiana
61,25.164299057052073,Louisiana
62,25.363844883199004,Louisiana
63,25.201100788388906,Louisiana
64,28.71208509565887,Louisiana
65,29.773426888475367,Louisiana
66,28.85609647363023,Louisiana
67,26.80657456604123,Louisiana
68,28.999071440352054,Louisiana
69,27.5320719257049,Louisiana
70,29.732173999774425,Louisiana
71,28.144722952474257,Louisiana
72,26.521496781084522,Louisiana
73,25.915917330075256,Louisiana
74,26.982460346946496,Louisiana
75,25.17927017223554,Louisiana
76,27.68807605369289,Louisiana
77,27.87562465325852,Louisiana
78,27.49483266892043,Louisiana
79,26.938942170445706,Louisiana
80,28.073632193437927,Louisiana
81,29.10897126197741,Louisiana
82,27.1557203199659,Louisiana
83,25.344600713781208,Louisiana
84,29.99952788835988,Louisiana
85,26.401420153155403,Louisiana
86,26.227304096439735,Louisiana
87,27.208322420965732,Louisiana
88,29.682520790229294,Louisiana
89,27.44727085630686,Louisiana
90,27.471695597098197,Louisiana
91,28.163096867899707,Louisiana
92,28.203462765159433,Louisiana
