,0,Stato
0,29.719935784706944,Kansas
1,29.309154030865017,Kansas
2,26.07587560979166,Kansas
3,25.150069261912034,Kansas
4,29.156908638773235,Kansas
5,29.729003187128242,Kansas
6,26.24531941233591,Kansas
7,28.501926880890757,Kansas
8,26.524931849150363,Kansas
9,25.473311657843844,Kansas
10,28.209941147857947,Kansas
11,26.077210595071218,Kansas
12,26.74070713467468,Kansas
13,29.46977824945951,Kansas
14,26.036731647896325,Kansas
15,29.758751252665096,Kansas
16,28.739209068149464,Kansas
17,27.824672489148732,Kansas
18,26.306375762887647,Kansas
19,29.270792058622156,Kansas
20,29.377871799012507,Kansas
21,28.41926801126597,Kansas
22,27.21640810870084,Kansas
23,25.221734653657645,Kansas
24,27.083261973415294,Kansas
25,25.88458905161875,Kansas
26,26.832743297020816,Kansas
27,25.809863105690756,Kansas
28,28.17248384772099,Kansas
29,27.86475652974488,Kansas
30,29.198869557135783,Kansas
31,27.700032127629434,Kansas
32,29.62053423334661,Kansas
33,27.652870943467505,Kansas
34,25.749730965374848,Kansas
35,25.668602241171943,Kansas
36,25.910657036865736,Kansas
37,26.697004088470116,Kansas
38,28.592891190570864,Kansas
39,26.950660814507874,Kansas
40,26.19413079644701,Kansas
41,27.343188447282404,Kansas
42,25.783125407185185,Kansas
43,25.921752038189055,Kansas
44,29.106268558194078,Kansas
45,25.434549339316554,Kansas
46,29.660776874012107,Kansas
47,26.70965545558145,Kansas
48,28.963415799870365,Kansas
49,28.978437672198524,Kansas
50,28.740781542070433,Kansas
51,27.740073884423133,Kansas
52,27.585364479051222,Kansas
53,28.70717609445593,Kansas
54,27.00474053239497,Kansas
55,28.307007644780033,Kansas
56,26.963295818356567,Kansas
57,27.733691735989495,Kansas
58,26.43945578503583,Kansas
59,25.95794415860232,Kansas
60,28.35577058160829,Kansas
61,28.118450936701816,Kansas
62,29.18667064558687,Kansas
63,26.044449301166537,Kansas
64,26.82792432213028,Kansas
65,28.542855870089994,Kansas
66,27.771588736026736,Kansas
67,29.413732339774896,Kansas
68,28.223200866376335,Kansas
69,26.741394684035065,Kansas
70,28.29936818155812,Kansas
71,29.09939270646728,Kansas
72,26.27363497038291,Kansas
73,29.632024643603316,Kansas
74,25.65064362520539,Kansas
75,28.3466345971383,Kansas
76,26.27793357846601,Kansas
77,29.840031756473753,Kansas
78,25.889625777881477,Kansas
79,25.707352142392104,Kansas
80,27.47451607120876,Kansas
81,25.206283960396714,Kansas
82,25.8171422378141,Kansas
83,27.388252544541057,Kansas
84,28.04549816106389,Kansas
85,28.11415630909229,Kansas
86,28.406031535748284,Kansas
87,27.883306904209768,Kansas
88,29.042026399768275,Kansas
89,28.925762468953547,Kansas
90,27.362736460950206,Kansas
91,28.965183474161947,Kansas
92,25.46829164404644,Kansas
93,25.5890605775799,Kansas
94,29.295090766339882,Kansas
95,27.539391397602625,Kansas
96,29.224628425640226,Kansas
97,28.794840826720222,Kansas
98,26.672968418667143,Kansas
99,26.373653675030404,Kansas
100,28.394825659855748,Kansas
101,28.507217567773754,Kansas
102,25.653123927952752,Kansas
103,26.901138234227236,Kansas
104,29.940412224697575,Kansas
105,29.409892511191472,Kansas
106,26.518594903805,Kansas
107,27.879885580708535,Kansas
108,28.086072685049672,Kansas
109,25.936046652213168,Kansas
110,29.7192583240125,Kansas
111,29.296771935549323,Kansas
112,26.032491604466088,Kansas
113,28.096393888715397,Kansas
114,29.625684545156147,Kansas
115,29.214451748842663,Kansas
116,25.690608792367804,Kansas
117,26.675997255512122,Kansas
118,28.522739018771404,Kansas
119,27.784520863776535,Kansas
120,28.70519612050618,Kansas
121,25.715355933496323,Kansas
122,27.72438883873954,Kansas
123,25.736450916019756,Kansas
124,25.16589573115186,Kansas
125,26.037001854036404,Kansas
126,29.262535149862455,Kansas
127,25.11814651169826,Kansas
128,27.627978248732912,Kansas
129,27.658718673707174,Kansas
130,28.91249058935172,Kansas
131,25.90701621699209,Kansas
132,29.499620779924054,Kansas
133,29.634712262146362,Kansas
134,25.106081094246225,Kansas
135,25.52552488653445,Kansas
136,29.714221710799016,Kansas
137,25.17642231239589,Kansas
138,25.471121070707152,Kansas
139,26.672063302877966,Kansas
140,27.1131731719287,Kansas
141,27.304160775899625,Kansas
142,29.735876940201326,Kansas
143,28.825484181598448,Kansas
144,29.412309082785818,Kansas
145,27.7860447869948,Kansas
146,29.90028080222983,Kansas
147,29.62935261089499,Kansas
148,27.479011424563637,Kansas
149,29.774998267874054,Kansas
150,25.551180294520975,Kansas
151,25.554255186917754,Kansas
152,25.127903181862656,Kansas
153,28.596733864741992,Kansas
154,26.59572374022548,Kansas
155,26.45928025289183,Kansas
156,25.828858855606345,Kansas
157,25.3622171678055,Kansas
158,25.096266231575708,Kansas
159,25.081148490940507,Kansas
160,27.740652144072214,Kansas
161,29.857636969920623,Kansas
162,25.0623495822306,Kansas
163,25.738946645529566,Kansas
164,28.809850028214555,Kansas
165,25.024314531606596,Kansas
166,25.696211727718836,Kansas
167,26.373023293728316,Kansas
168,26.613675159267643,Kansas
169,27.899622087191304,Kansas
170,26.17961234895765,Kansas
171,27.036656000157787,Kansas
172,27.223222123970423,Kansas
173,29.094363735059503,Kansas
174,27.5235026245679,Kansas
175,27.3369509783846,Kansas
176,30.790569435605242,Kansas
177,30.900382600449213,Kansas
178,32.21075693564147,Kansas
179,34.40681554121228,Kansas
180,34.03831423460391,Kansas
181,32.32545342355839,Kansas
182,33.22154462193838,Kansas
183,33.75519272633135,Kansas
184,34.197517747108265,Kansas
185,32.7024141767578,Kansas
186,33.89159166567207,Kansas
187,32.941989156030054,Kansas
188,32.5159276283126,Kansas
189,31.29979322374622,Kansas
190,31.737867094317586,Kansas
191,32.61170256037856,Kansas
192,33.29236293066137,Kansas
193,31.396379871647703,Kansas
194,30.5459352836735,Kansas
195,33.01774143980967,Kansas
196,32.18903353230268,Kansas
197,30.28599589832271,Kansas
198,34.21040259536754,Kansas
199,33.46531221994254,Kansas
200,30.021784069081587,Kansas
201,32.136285924148716,Kansas
202,32.654719196888806,Kansas
203,32.18034055060692,Kansas
204,33.34257958455661,Kansas
205,32.461466295226884,Kansas
206,34.930901281906635,Kansas
207,30.351513483292567,Kansas
208,31.7714635727792,Kansas
209,31.199016767162554,Kansas
210,33.98942837651671,Kansas
211,30.826372567253856,Kansas
212,34.49925424328245,Kansas
213,34.56392884460874,Kansas
214,31.553118948258522,Kansas
215,33.22735286824878,Kansas
216,33.14350779635424,Kansas
217,33.98181621542686,Kansas
218,32.54640506265008,Kansas
219,30.540721980725465,Kansas
220,30.70466501383165,Kansas
221,31.332753612251373,Kansas
222,30.199813426844145,Kansas
223,31.486527026414503,Kansas
224,31.303379680071686,Kansas
225,33.98075322546973,Kansas
226,30.793474359495665,Kansas
227,30.26062199884369,Kansas
228,33.981878066702116,Kansas
229,32.36814736227855,Kansas
230,31.051842241678365,Kansas
231,34.81474613736607,Kansas
232,34.88525591397624,Kansas
233,31.188528223794155,Kansas
