,0,Stato
0,26.820451524620026,Hawaii
1,29.03617723470719,Hawaii
2,27.12596476226847,Hawaii
3,26.07974619235978,Hawaii
4,29.642883135863624,Hawaii
5,26.38535855861394,Hawaii
6,27.84062460050682,Hawaii
7,27.297396636078368,Hawaii
8,29.394815145789572,Hawaii
9,25.26971484552719,Hawaii
10,27.560699804422757,Hawaii
11,27.07670441418773,Hawaii
12,26.29590637089594,Hawaii
13,29.22519321114885,Hawaii
14,27.67291580970791,Hawaii
15,29.4320013742946,Hawaii
16,29.022516790691032,Hawaii
17,27.729721759506912,Hawaii
18,27.560454621161252,Hawaii
19,27.78952147059533,Hawaii
20,27.12854020463978,Hawaii
21,27.65258900375367,Hawaii
22,26.357565202708884,Hawaii
23,25.477720343377076,Hawaii
24,28.12292516543577,Hawaii
25,29.886872484756893,Hawaii
26,28.669754604158886,Hawaii
27,28.24689207066858,Hawaii
28,29.760034403509113,Hawaii
29,25.743846316933748,Hawaii
30,26.198989323411354,Hawaii
31,28.16524763506962,Hawaii
32,27.756098085035788,Hawaii
33,25.003199764805153,Hawaii
34,25.491600752014307,Hawaii
35,26.444938210227196,Hawaii
36,25.48911106869013,Hawaii
37,28.68580851582748,Hawaii
38,26.813359713194362,Hawaii
39,27.477745612573546,Hawaii
40,29.630348222722205,Hawaii
41,27.938207416637916,Hawaii
42,29.50272868980737,Hawaii
43,27.79128146479479,Hawaii
44,28.764260106136575,Hawaii
45,26.979033117309605,Hawaii
46,27.95256660328525,Hawaii
47,27.46749724691386,Hawaii
48,28.45976048277538,Hawaii
49,27.038703761002022,Hawaii
50,25.68849422831797,Hawaii
51,25.58716277415487,Hawaii
52,28.057914069742516,Hawaii
53,26.218498573542533,Hawaii
54,27.020420128633646,Hawaii
55,29.006088223297443,Hawaii
56,28.66304841285464,Hawaii
57,28.70602842590984,Hawaii
58,25.174063460624446,Hawaii
59,25.654478441682713,Hawaii
60,26.09592013825961,Hawaii
61,29.624901272564703,Hawaii
62,29.852123363814954,Hawaii
63,26.545759875233628,Hawaii
64,27.02322306361274,Hawaii
65,29.857169174060246,Hawaii
66,25.567873712640733,Hawaii
67,26.596306507301602,Hawaii
68,28.59726139909498,Hawaii
69,27.877074422696673,Hawaii
70,29.705229298858175,Hawaii
71,29.650771406639663,Hawaii
72,28.698235737864728,Hawaii
73,28.535796737948623,Hawaii
74,28.794509620300488,Hawaii
75,26.444350359881145,Hawaii
76,29.779320160800413,Hawaii
77,29.562726384694365,Hawaii
78,28.348785143316086,Hawaii
79,28.54189066511974,Hawaii
80,27.027210156354798,Hawaii
81,25.099586774754307,Hawaii
82,28.869231254306122,Hawaii
83,26.762558724379964,Hawaii
84,27.730001964075676,Hawaii
85,28.874436102058716,Hawaii
86,27.560596716312535,Hawaii
87,27.041119417802243,Hawaii
88,25.76833529865155,Hawaii
89,29.651231297746975,Hawaii
90,28.603137223852585,Hawaii
91,26.579243221348552,Hawaii
92,28.523851362406283,Hawaii
93,28.408068470047013,Hawaii
94,28.357024011357105,Hawaii
95,27.90814951070831,Hawaii
96,26.79556452013619,Hawaii
97,27.484587439225105,Hawaii
98,28.980774168141068,Hawaii
99,27.8154245488785,Hawaii
100,29.313036243413947,Hawaii
101,28.97590590842542,Hawaii
102,33.67401861843978,Hawaii
103,30.594258665280176,Hawaii
104,30.2850181818725,Hawaii
105,31.70460674990639,Hawaii
106,34.69735216747504,Hawaii
107,34.354022589396834,Hawaii
108,31.796954803396986,Hawaii
109,33.84228632872743,Hawaii
110,32.95992783728475,Hawaii
111,31.37458309514105,Hawaii
112,32.39896786454253,Hawaii
113,33.80543756056171,Hawaii
114,33.95929116703818,Hawaii
115,34.528948829089046,Hawaii
116,34.200152721213094,Hawaii
117,33.57920679413213,Hawaii
118,32.20813322379283,Hawaii
119,33.65157970908062,Hawaii
120,33.494432331019866,Hawaii
121,31.119225356615647,Hawaii
122,30.21306263416989,Hawaii
123,34.532533499531255,Hawaii
124,32.46072993614482,Hawaii
125,31.411383370402564,Hawaii
126,32.04234111335987,Hawaii
127,33.876793913745445,Hawaii
128,34.91294929324465,Hawaii
129,34.13768088422051,Hawaii
130,33.72756509777919,Hawaii
131,34.28026263683761,Hawaii
132,32.21605247436736,Hawaii
133,33.64064432075947,Hawaii
134,33.86849014738615,Hawaii
135,33.73728404880914,Hawaii
136,33.84527829392923,Hawaii
137,32.87781300532022,Hawaii
138,30.603408794399726,Hawaii
139,34.685626412565114,Hawaii
140,30.34948307602979,Hawaii
141,31.63201041467774,Hawaii
142,32.99951260756014,Hawaii
143,30.88818062433227,Hawaii
144,32.77337008208883,Hawaii
145,32.86974801430959,Hawaii
146,32.853875654293304,Hawaii
147,31.139134826575408,Hawaii
148,30.651150704817763,Hawaii
149,36.37592659794735,Hawaii
150,38.888550147042245,Hawaii
151,35.03526256608567,Hawaii
152,35.54094602952495,Hawaii
153,38.57856098807217,Hawaii
154,37.5884637258163,Hawaii
155,35.60717562958497,Hawaii
156,37.683698845575975,Hawaii
157,38.83360727342702,Hawaii
158,35.68224163408331,Hawaii
159,39.68279899527359,Hawaii
160,38.06496168375136,Hawaii
161,38.786197847767966,Hawaii
162,39.81242462574356,Hawaii
163,39.93262116406168,Hawaii
164,36.5854843760772,Hawaii
165,37.51686897871828,Hawaii
166,39.5299168943407,Hawaii
167,39.22696841081558,Hawaii
168,36.96050016913477,Hawaii
169,43.95237425604575,Hawaii
170,46.02478210216054,Hawaii
171,48.47289163228576,Hawaii
172,46.716446709885034,Hawaii
173,42.31687660469278,Hawaii
174,41.47959715464824,Hawaii
175,49.26580248519568,Hawaii
176,49.794656266773885,Hawaii
177,45.342364470018396,Hawaii
178,40.23012315820721,Hawaii
179,43.32248224297143,Hawaii
180,24.86805820311205,Hawaii
181,18.619805585691857,Hawaii
182,24.177354692721526,Hawaii
183,16.92550367914488,Hawaii
184,24.2219946938624,Hawaii
185,16.29467698621927,Hawaii
186,16.00904294874577,Hawaii
187,17.018462558422296,Hawaii
188,21.723275641482317,Hawaii
189,23.15837632094017,Hawaii
190,16.841584733185535,Hawaii
191,23.76467763988405,Hawaii
192,18.54085789565339,Hawaii
193,21.718300168282543,Hawaii
194,19.685286997768397,Hawaii
195,21.16644331615118,Hawaii
196,24.524832465221746,Hawaii
197,19.805580814151828,Hawaii
198,17.54651758052417,Hawaii
199,23.34020666205443,Hawaii
200,18.651264104736264,Hawaii
201,23.269771463091725,Hawaii
202,17.141889346227387,Hawaii
203,17.408802434666086,Hawaii
204,17.86557430918468,Hawaii
205,24.934930167673038,Hawaii
206,16.0913286441478,Hawaii
207,15.66527119413992,Hawaii
208,15.59733331706045,Hawaii
209,21.36795847511096,Hawaii
210,23.735527537829714,Hawaii
211,23.87184921525925,Hawaii
212,17.903648999736753,Hawaii
213,22.838999431087004,Hawaii
214,24.33199607845392,Hawaii
215,19.38407460289592,Hawaii
216,21.096081942596115,Hawaii
217,15.114650572932488,Hawaii
218,19.739883098629242,Hawaii
219,17.541133043165146,Hawaii
220,23.07091650966484,Hawaii
221,24.61742225199111,Hawaii
222,19.944124909685506,Hawaii
223,15.533375088169826,Hawaii
224,17.173267117046038,Hawaii
225,22.42311421665539,Hawaii
226,20.65722798403157,Hawaii
227,19.71897158507071,Hawaii
228,24.98855104537043,Hawaii
229,19.509078179114862,Hawaii
230,22.846573929978636,Hawaii
231,24.42144826590578,Hawaii
232,20.004329572909544,Hawaii
233,23.295724824418265,Hawaii
234,23.649747453577262,Hawaii
235,18.18408257061336,Hawaii
236,16.15052687259945,Hawaii
237,23.883657106194153,Hawaii
238,20.203955001290453,Hawaii
239,21.293207984308175,Hawaii
240,20.034917384634134,Hawaii
241,15.955310221245506,Hawaii
242,18.373954231703355,Hawaii
243,22.202665784126083,Hawaii
244,24.318903101501803,Hawaii
245,22.210590200278805,Hawaii
246,24.270535313837303,Hawaii
247,17.944334163938837,Hawaii
248,20.05419712960957,Hawaii
249,21.59000296907039,Hawaii
250,20.01270198718128,Hawaii
251,19.380491777136925,Hawaii
252,19.591606186183682,Hawaii
253,23.391709496237752,Hawaii
254,24.68909301053472,Hawaii
255,22.35963597282105,Hawaii
256,22.317570619063744,Hawaii
257,23.500033912364763,Hawaii
258,24.68020293977412,Hawaii
259,16.408250870702794,Hawaii
260,23.705647417192196,Hawaii
261,20.036095618606215,Hawaii
262,17.459245882981815,Hawaii
263,17.175612903140145,Hawaii
264,20.644598839342304,Hawaii
265,17.359411340111983,Hawaii
266,16.34440716449945,Hawaii
267,18.915478065352342,Hawaii
268,20.160099411946284,Hawaii
269,15.734085963831415,Hawaii
270,19.44394456059677,Hawaii
271,18.123966770242507,Hawaii
272,17.47758205612667,Hawaii
273,18.67477495173091,Hawaii
274,16.570576763760254,Hawaii
275,20.758782336635164,Hawaii
276,19.43239766138177,Hawaii
277,22.465782278171638,Hawaii
278,20.18339748610918,Hawaii
279,21.04214446533996,Hawaii
280,24.604865044831936,Hawaii
281,23.43297119886728,Hawaii
282,21.690157877496475,Hawaii
283,24.75828443521236,Hawaii
284,20.23315092727286,Hawaii
285,22.241562426306007,Hawaii
286,19.419987969470043,Hawaii
287,16.363390636548466,Hawaii
288,24.598388237175463,Hawaii
289,20.978944499996757,Hawaii
290,17.43594654962643,Hawaii
291,22.64322028218798,Hawaii
292,16.373641553271167,Hawaii
293,21.256915436781124,Hawaii
294,19.276119303051054,Hawaii
295,16.40622408799485,Hawaii
296,24.166154224511715,Hawaii
297,16.231101646965,Hawaii
298,24.778773600603746,Hawaii
299,17.521032151360586,Hawaii
300,19.82326454418636,Hawaii
301,24.40947055662713,Hawaii
302,23.204784358371683,Hawaii
303,21.483927722080885,Hawaii
304,19.805263545469984,Hawaii
305,20.76723143988459,Hawaii
306,20.569737232450347,Hawaii
307,19.05978823146974,Hawaii
308,16.97229440681026,Hawaii
309,17.47296458152377,Hawaii
310,18.76762024393127,Hawaii
311,20.521204679464063,Hawaii
312,19.84070680805329,Hawaii
313,17.93014222880865,Hawaii
314,23.465250012272683,Hawaii
315,20.08137565104557,Hawaii
316,15.743984079776144,Hawaii
317,15.19203486614372,Hawaii
318,22.797179952314934,Hawaii
319,19.62423375261004,Hawaii
320,18.26465765155602,Hawaii
321,19.707314051541474,Hawaii
